Predicted Frequency,Stepper Position
14230468,993966
14230549,993974
14230629,993982
14230710,993990
14230790,993998
14230881,994007
14230962,994015
14231042,994023
14231123,994031
14231203,994039
14231284,994047
14231364,994055
14231455,994064
14231535,994072
14231616,994080
14231696,994088
14231777,994096
14231857,994104
14231938,994112
14232028,994121
14232109,994129
14232189,994137
14232270,994145
14232350,994153
14232431,994161
14232521,994170
14232602,994178
14232682,994186
14232763,994194
14232843,994202
14232924,994210
14233004,994218
14233095,994227
14233175,994235
14233256,994243
14233336,994251
14233417,994259
14233498,994267
14233578,994275
14233669,994284
14233749,994292
14233830,994300
14233910,994308
14233991,994316
14234071,994324
14234162,994333
14234242,994341
14234323,994349
14234403,994357
14234484,994365
14234564,994373
14234645,994381
14234735,994390
14234816,994398
14234896,994406
14234977,994414
14235057,994422
14235138,994430
14235218,994438
14235309,994447
14235389,994455
14235470,994463
14235551,994471
14235631,994479
14235712,994487
14235802,994496
14235883,994504
14235963,994512
14236044,994520
14236124,994528
14236205,994536
14236285,994544
14236376,994553
14236456,994561
14236537,994569
14236617,994577
14236698,994585
14236778,994593
14236859,994601
14236949,994610
14237030,994618
14237110,994626
14237191,994634
14237271,994642
14237352,994650
14237443,994659
14237523,994667
14237604,994675
14237684,994683
14237765,994691
14237845,994699
14237926,994707
14238016,994716
14238097,994724
14238177,994732
14238258,994740
14238338,994748
14238419,994756
14238499,994764
14238590,994773
14238670,994781
14238751,994789
14238831,994797
14238912,994805
14238993,994813
14239083,994822
14239164,994830
14239244,994838
14239325,994846
14239405,994854
14239486,994862
14239566,994870
14239657,994879
14239737,994887
14239818,994895
14239898,994903
14239979,994911
14240059,994919
14240140,994927
14240231,994936
14240311,994944
14240392,994952
14240472,994960
14240553,994968
14240633,994976
14240714,994984
14240804,994993
14240885,995001
14240965,995009
14241046,995017
14241126,995025
14241207,995033
14241297,995042
14241378,995050
14241458,995058
14241539,995066
14241620,995074
14241700,995082
14241781,995090
14241871,995099
14241952,995107
14242032,995115
14242113,995123
14242193,995131
14242274,995139
14242354,995147
14242445,995156
14242525,995164
14242606,995172
14242686,995180
14242767,995188
14242847,995196
14242938,995205
14243019,995213
14243099,995221
14243180,995229
14243260,995237
14243341,995245
14243421,995253
14243512,995262
14243592,995270
14243673,995278
14243753,995286
14243834,995294
14243914,995302
14243995,995310
14244086,995319
14244166,995327
14244247,995335
14244327,995343
14244408,995351
14244488,995359
14244579,995368
14244659,995376
14244740,995384
14244820,995392
14244901,995400
14244981,995408
14245062,995416
14245153,995425
14245233,995433
14245314,995441
14245394,995449
14245475,995457
14245555,995465
14245636,995473
14245726,995482
14245807,995490
14245887,995498
14245968,995506
14246048,995514
14246129,995522
14246220,995531
14246300,995539
14246381,995547
14246461,995555
14246542,995563
14246622,995571
14246703,995579
14246793,995588
14246874,995596
14246954,995604
14247035,995612
14247116,995620
14247196,995628
14247277,995636
14247367,995645
14247448,995653
14247528,995661
14247609,995669
14247689,995677
14247770,995685
14247860,995694
14247941,995702
14248022,995710
14248102,995718
14248183,995726
14248263,995734
14248344,995742
14248434,995751
14248515,995759
14248595,995767
14248676,995775
14248756,995783
14248837,995791
14248917,995799
14249008,995808
14249089,995816
14249169,995824
14249250,995832
14249330,995840
14249411,995848
14249501,995857
14249582,995865
14249662,995873
14249743,995881
14249824,995889
14249904,995897
14249985,995905
14250075,995914
14250156,995922
14250236,995930
14250317,995938
14250397,995946
14250478,995954
14250558,995962
14250649,995971
14250730,995979
14250810,995987
14250891,995995
14250971,996003
14251052,996011
14251142,996020
14251223,996028
14251303,996036
14251384,996044
14251465,996052
14251545,996060
14251626,996068
14251716,996077
14251797,996085
14251877,996093
14251958,996101
14252038,996109
14252119,996117
14252199,996125
14252290,996134
14252371,996142
14252451,996150
14252532,996158
14252612,996166
14252693,996174
14252773,996182
14252864,996191
14252944,996199
14253025,996207
14253106,996215
14253186,996223
14253267,996231
14253357,996240
14253438,996248
14253518,996256
14253599,996264
14253679,996272
14253760,996280
14253841,996288
14253931,996297
14254012,996305
14254092,996313
14254173,996321
14254253,996329
14254334,996337
14254414,996345
14254505,996354
14254586,996362
14254666,996370
14254747,996378
14254827,996386
14254908,996394
14254998,996403
14255079,996411
14255159,996419
14255240,996427
14255321,996435
14255401,996443
14255482,996451
14255572,996460
14255653,996468
14255733,996476
14255814,996484
14255894,996492
14255975,996500
14256056,996508
14256146,996517
14256227,996525
14256307,996533
14256388,996541
14256468,996549
14256549,996557
14256640,996566
14256720,996574
14256801,996582
14256881,996590
14256962,996598
14257042,996606
14257123,996614
14257213,996623
14257294,996631
14257375,996639
14257455,996647
14257536,996655
14257616,996663
14257697,996671
14257787,996680
14257868,996688
14257948,996696
14258029,996704
14258110,996712
14258190,996720
14258281,996729
14258361,996737
14258442,996745
14258522,996753
14258603,996761
14258684,996769
14258764,996777
14258855,996786
14258935,996794
14259016,996802
14259096,996810
14259177,996818
14259257,996826
14259338,996834
14259429,996843
14259509,996851
14259590,996859
14259670,996867
14259751,996875
14259831,996883
14259922,996892
14260003,996900
14260083,996908
14260164,996916
14260244,996924
14260325,996932
14260405,996940
14260496,996949
14260577,996957
14260657,996965
14260738,996973
14260818,996981
14260899,996989
14260979,996997
14261070,997006
14261151,997014
14261231,997022
14261312,997030
14261392,997038
14261473,997046
14261563,997055
14261644,997063
14261725,997071
14261805,997079
14261886,997087
14261966,997095
14262047,997103
14262137,997112
14262218,997120
14262299,997128
14262379,997136
14262460,997144
14262540,997152
14262621,997160
14262711,997169
14262792,997177
14262873,997185
14262953,997193
14263034,997201
14263114,997209
14263195,997217
14263285,997226
14263366,997234
14263447,997242
14263527,997250
14263608,997258
14263688,997266
14263779,997275
14263859,997283
14263940,997291
14264021,997299
14264101,997307
14264182,997315
14264262,997323
14264353,997332
14264433,997340
14264514,997348
14264595,997356
14264675,997364
14264756,997372
14264836,997380
14264927,997389
14265007,997397
14265088,997405
14265169,997413
14265249,997421
14265330,997429
14265420,997438
14265501,997446
14265581,997454
14265662,997462
14265743,997470
14265823,997478
14265904,997486
14265994,997495
14266075,997503
14266156,997511
14266236,997519
14266317,997527
14266397,997535
14266478,997543
14266568,997552
14266649,997560
14266730,997568
14266810,997576
14266891,997584
14266971,997592
14267062,997601
14267142,997609
14267223,997617
14267304,997625
14267384,997633
14267465,997641
14267545,997649
14267636,997658
14267717,997666
14267797,997674
14267878,997682
14267958,997690
14268039,997698
14268119,997706
14268210,997715
14268291,997723
14268371,997731
14268452,997739
14268532,997747
14268613,997755
14268704,997764
14268784,997772
14268865,997780
14268945,997788
14269026,997796
14269106,997804
14269187,997812
14269278,997821
14269358,997829
14269439,997837
14269519,997845
14269600,997853
14269680,997861
14269761,997869
14269852,997878
14269932,997886
14270013,997894
14270093,997902
14270174,997910
14270255,997918
14270345,997927
14270426,997935
14270506,997943
14270587,997951
14270667,997959
14270748,997967
14270829,997975
14270919,997984
14271000,997992
14271080,998000
14271161,998008
14271242,998016
14271322,998024
14271403,998032
14271493,998041
14271574,998049
14271655,998057
14271735,998065
14271816,998073
14271896,998081
14271987,998090
14272067,998098
14272148,998106
14272229,998114
14272309,998122
14272390,998130
14272470,998138
14272561,998147
14272642,998155
14272722,998163
14272803,998171
14272883,998179
14272964,998187
14273044,998195
14273135,998204
14273216,998212
14273296,998220
14273377,998228
14273457,998236
14273538,998244
14273629,998253
14273709,998261
14273790,998269
14273870,998277
14273951,998285
14274032,998293
14274112,998301
14274203,998310
14274283,998318
14274364,998326
14274445,998334
14274525,998342
14274606,998350
14274686,998358
14274777,998367
14274858,998375
14274938,998383
14275019,998391
14275099,998399
14275180,998407
14275260,998415
14275351,998424
14275432,998432
14275512,998440
14275593,998448
14275673,998456
14275754,998464
14275845,998473
14275925,998481
14276006,998489
14276086,998497
14276167,998505
14276248,998513
14276328,998521
14276419,998530
14276499,998538
14276580,998546
14276661,998554
14276741,998562
14276822,998570
14276902,998578
14276993,998587
14277074,998595
14277154,998603
14277235,998611
14277315,998619
14277396,998627
14277487,998636
14277567,998644
14277648,998652
14277728,998660
14277809,998668
14277890,998676
14277970,998684
14278061,998693
14278141,998701
14278222,998709
14278303,998717
14278383,998725
14278464,998733
14278544,998741
14278635,998750
14278716,998758
14278796,998766
14278877,998774
14278957,998782
14279038,998790
14279129,998799
14279209,998807
14279290,998815
14279370,998823
14279451,998831
14279532,998839
14279612,998847
14279703,998856
14279783,998864
14279864,998872
14279945,998880
14280025,998888
14280106,998896
14280186,998904
14280277,998913
14280358,998921
14280438,998929
14280519,998937
14280599,998945
14280680,998953
14280771,998962
14280851,998970
14280932,998978
14281012,998986
14281093,998994
14281174,999002
14281254,999010
14281345,999019
14281425,999027
14281506,999035
14281587,999043
14281667,999051
14281748,999059
14281828,999067
14281919,999076
14282000,999084
14282080,999092
14282161,999100
14282242,999108
14282322,999116
14282413,999125
14282493,999133
14282574,999141
14282655,999149
14282735,999157
14282816,999165
14282896,999173
14282987,999182
14283068,999190
14283148,999198
14283229,999206
14283309,999214
14283390,999222
14283471,999230
14283561,999239
14283642,999247
14283722,999255
14283803,999263
14283884,999271
14283964,999279
14284055,999288
14284136,999296
14284216,999304
14284297,999312
14284377,999320
14284458,999328
14284539,999336
14284629,999345
14284710,999353
14284790,999361
14284871,999369
14284952,999377
14285032,999385
14285113,999393
14285203,999402
14285284,999410
14285365,999418
14285445,999426
14285526,999434
14285606,999442
14285687,999450
14285778,999459
14285858,999467
14285939,999475
14286020,999483
14286100,999491
14286181,999499
14286271,999508
14286352,999516
14286433,999524
14286513,999532
14286594,999540
14286674,999548
14286755,999556
14286846,999565
14286926,999573
14287007,999581
14287088,999589
14287168,999597
14287249,999605
14287329,999613
14287420,999622
14287501,999630
14287581,999638
14287662,999646
14287742,999654
14287823,999662
14287914,999671
14287994,999679
14288075,999687
14288156,999695
14288236,999703
14288317,999711
14288397,999719
14288488,999728
14288569,999736
14288649,999744
14288730,999752
14288811,999760
14288891,999768
14288972,999776
14289062,999785
14289143,999793
14289224,999801
14289304,999809
14289385,999817
14289465,999825
14289556,999834
14289637,999842
14289717,999850
14289798,999858
14289879,999866
14289959,999874
14290040,999882
14290130,999891
14290211,999899
14290292,999907
14290372,999915
14290453,999923
14290534,999931
14290614,999939
14290705,999948
14290785,999956
14290866,999964
14290947,999972
14291027,999980
14291108,999988
14291199,999997
14291279,1000005
14291360,1000013
14291440,1000021
14291521,1000029
14291602,1000037
14291682,1000045
14291773,1000054
14291854,1000062
14291934,1000070
14292015,1000078
14292095,1000086
14292176,1000094
14292257,1000102
14292347,1000111
14292428,1000119
14292508,1000127
14292589,1000135
14292670,1000143
14292750,1000151
14292841,1000160
14292922,1000168
14293002,1000176
14293083,1000184
14293163,1000192
14293244,1000200
14293325,1000208
14293415,1000217
14293496,1000225
14293577,1000233
14293657,1000241
14293738,1000249
14293818,1000257
14293899,1000265
14293990,1000274
14294070,1000282
14294151,1000290
14294232,1000298
14294312,1000306
14294393,1000314
14294484,1000323
14294564,1000331
14294645,1000339
14294725,1000347
14294806,1000355
14294887,1000363
14294967,1000371
14295058,1000380
14295139,1000388
14295219,1000396
14295300,1000404
14295380,1000412
14295461,1000420
14295542,1000428
14295632,1000437
14295713,1000445
14295794,1000453
14295874,1000461
14295955,1000469
14296035,1000477
14296116,1000485
14296207,1000494
14296287,1000502
14296368,1000510
14296449,1000518
14296529,1000526
14296610,1000534
14296701,1000543
14296781,1000551
14296862,1000559
14296942,1000567
14297023,1000575
14297104,1000583
14297184,1000591
14297275,1000600
14297356,1000608
14297436,1000616
14297517,1000624
14297597,1000632
14297678,1000640
14297759,1000648
14297849,1000657
14297930,1000665
14298011,1000673
14298091,1000681
14298172,1000689
14298253,1000697
14298343,1000706
14298424,1000714
14298504,1000722
14298585,1000730
14298666,1000738
14298746,1000746
14298827,1000754
14298918,1000763
14298998,1000771
14299079,1000779
14299160,1000787
14299240,1000795
14299321,1000803
14299401,1000811
14299492,1000820
14299573,1000828
14299653,1000836
14299734,1000844
14299815,1000852
14299895,1000860
14299986,1000869
14300067,1000877
14300147,1000885
14300228,1000893
14300308,1000901
14300389,1000909
14300470,1000917
14300560,1000926
14300641,1000934
14300722,1000942
14300802,1000950
14300883,1000958
14300964,1000966
14301044,1000974
14301135,1000983
14301216,1000991
14301296,1000999
14301377,1001007
14301457,1001015
14301538,1001023
14301629,1001032
14301709,1001040
14301790,1001048
14301871,1001056
14301951,1001064
14302032,1001072
14302113,1001080
14302203,1001089
14302284,1001097
14302365,1001105
14302445,1001113
14302526,1001121
14302606,1001129
14302687,1001137
14302778,1001146
14302858,1001154
14302939,1001162
14303020,1001170
14303100,1001178
14303181,1001186
14303272,1001195
14303352,1001203
14303433,1001211
14303514,1001219
14303594,1001227
14303675,1001235
14303755,1001243
14303846,1001252
14303927,1001260
14304007,1001268
14304088,1001276
14304169,1001284
14304249,1001292
14304330,1001300
14304421,1001309
14304501,1001317
14304582,1001325
14304663,1001333
14304743,1001341
14304824,1001349
14304915,1001358
14304995,1001366
14305076,1001374
14305156,1001382
14305237,1001390
14305318,1001398
14305398,1001406
14305489,1001415
14305570,1001423
14305650,1001431
14305731,1001439
14305812,1001447
14305892,1001455
14305973,1001463
14306064,1001472
14306144,1001480
14306225,1001488
14306305,1001496
14306386,1001504
14306467,1001512
14306557,1001521
14306638,1001529
14306719,1001537
14306799,1001545
14306880,1001553
14306961,1001561
14307041,1001569
14307132,1001578
14307213,1001586
14307293,1001594
14307374,1001602
14307455,1001610
14307535,1001618
14307616,1001626
14307707,1001635
14307787,1001643
14307868,1001651
14307949,1001659
14308029,1001667
14308110,1001675
14308190,1001683
14308281,1001692
14308362,1001700
14308442,1001708
14308523,1001716
14308604,1001724
14308684,1001732
14308775,1001741
14308856,1001749
14308936,1001757
14309017,1001765
14309098,1001773
14309178,1001781
14309259,1001789
14309350,1001798
14309430,1001806
14309511,1001814
14309592,1001822
14309672,1001830
14309753,1001838
14309834,1001846
14309924,1001855
14310005,1001863
14310086,1001871
14310166,1001879
14310247,1001887
14310327,1001895
14310418,1001904
14310499,1001912
14310579,1001920
14310660,1001928
14310741,1001936
14310821,1001944
14310902,1001952
14310993,1001961
14311073,1001969
14311154,1001977
14311235,1001985
14311315,1001993
14311396,1002001
14311477,1002009
14311567,1002018
14311648,1002026
14311729,1002034
14311809,1002042
14311890,1002050
14311971,1002058
14312061,1002067
14312142,1002075
14312223,1002083
14312303,1002091
14312384,1002099
14312465,1002107
14312545,1002115
14312636,1002124
14312717,1002132
14312797,1002140
14312878,1002148
14312959,1002156
14313039,1002164
14313120,1002172
14313211,1002181
14313291,1002189
14313372,1002197
14313453,1002205
14313533,1002213
14313614,1002221
14313705,1002230
14313785,1002238
14313866,1002246
14313947,1002254
14314027,1002262
14314108,1002270
14314188,1002278
14314279,1002287
14314360,1002295
14314440,1002303
14314521,1002311
14314602,1002319
14314682,1002327
14314763,1002335
14314854,1002344
14314934,1002352
14315015,1002360
14315096,1002368
14315176,1002376
14315257,1002384
14315348,1002393
14315428,1002401
14315509,1002409
14315590,1002417
14315670,1002425
14315751,1002433
14315832,1002441
14315922,1002450
14316003,1002458
14316084,1002466
14316164,1002474
14316245,1002482
14316326,1002490
14316406,1002498
14316497,1002507
14316578,1002515
14316658,1002523
14316739,1002531
14316820,1002539
14316900,1002547
14316991,1002556
14317072,1002564
14317152,1002572
14317233,1002580
14317314,1002588
14317394,1002596
14317475,1002604
14317566,1002613
14317646,1002621
14317727,1002629
14317808,1002637
14317888,1002645
14317969,1002653
14318050,1002661
14318141,1002670
14318221,1002678
14318302,1002686
14318382,1002694
14318463,1002702
14318544,1002710
14318624,1002718
14318715,1002727
14318796,1002735
14318877,1002743
14318957,1002751
14319038,1002759
14319118,1002767
14319209,1002776
14319290,1002784
14319371,1002792
14319451,1002800
14319532,1002808
14319613,1002816
14319693,1002824
14319784,1002833
14319865,1002841
14319945,1002849
14320026,1002857
14320107,1002865
14320187,1002873
14320268,1002881
14320359,1002890
14320439,1002898
14320520,1002906
14320601,1002914
14320681,1002922
14320762,1002930
14320853,1002939
14320933,1002947
14321014,1002955
14321095,1002963
14321175,1002971
14321256,1002979
14321337,1002987
14321427,1002996
14321508,1003004
14321589,1003012
14321669,1003020
14321750,1003028
14321831,1003036
14321911,1003044
14322002,1003053
14322083,1003061
14322163,1003069
14322244,1003077
14322325,1003085
14322405,1003093
14322496,1003102
14322577,1003110
14322658,1003118
14322738,1003126
14322819,1003134
14322900,1003142
14322980,1003150
14323071,1003159
14323152,1003167
14323232,1003175
14323313,1003183
14323394,1003191
14323474,1003199
14323555,1003207
14323646,1003216
14323726,1003224
14323807,1003232
14323888,1003240
14323968,1003248
14324049,1003256
14324140,1003265
14324220,1003273
14324301,1003281
14324382,1003289
14324462,1003297
14324543,1003305
14324624,1003313
14324715,1003322
14324795,1003330
14324876,1003338
14324957,1003346
14325037,1003354
14325118,1003362
14325199,1003370
14325289,1003379
14325370,1003387
14325451,1003395
14325531,1003403
14325612,1003411
14325693,1003419
14325783,1003428
14325864,1003436
14325945,1003444
14326025,1003452
14326106,1003460
14326187,1003468
14326267,1003476
14326358,1003485
14326439,1003493
14326520,1003501
14326600,1003509
14326681,1003517
14326762,1003525
14326842,1003533
14326933,1003542
14327014,1003550
14327094,1003558
14327175,1003566
14327256,1003574
14327336,1003582
14327427,1003591
14327508,1003599
14327588,1003607
14327669,1003615
14327750,1003623
14327831,1003631
14327911,1003639
14328002,1003648
14328083,1003656
14328163,1003664
14328244,1003672
14328325,1003680
14328405,1003688
14328486,1003696
14328577,1003705
14328657,1003713
14328738,1003721
14328819,1003729
14328899,1003737
14328980,1003745
14329071,1003754
14329152,1003762
14329232,1003770
14329313,1003778
14329394,1003786
14329474,1003794
14329555,1003802
14329646,1003811
14329726,1003819
14329807,1003827
14329888,1003835
14329968,1003843
14330049,1003851
14330130,1003859
14330221,1003868
14330301,1003876
14330382,1003884
14330463,1003892
14330543,1003900
14330624,1003908
14330705,1003916
14330795,1003925
14330876,1003933
14330957,1003941
14331037,1003949
14331118,1003957
14331199,1003965
14331290,1003974
14331370,1003982
14331451,1003990
14331532,1003998
14331612,1004006
14331693,1004014
14331774,1004022
14331864,1004031
14331945,1004039
14332026,1004047
14332106,1004055
14332187,1004063
14332268,1004071
14332348,1004079
14332439,1004088
14332520,1004096
14332601,1004104
14332681,1004112
14332762,1004120
14332843,1004128
14332933,1004137
14333014,1004145
14333095,1004153
14333175,1004161
14333256,1004169
14333337,1004177
14333418,1004185
14333508,1004194
14333589,1004202
14333670,1004210
14333750,1004218
14333831,1004226
14333912,1004234
14333992,1004242
14334083,1004251
14334164,1004259
14334245,1004267
14334325,1004275
14334406,1004283
14334487,1004291
14334577,1004300
14334658,1004308
14334739,1004316
14334819,1004324
14334900,1004332
14334981,1004340
14335061,1004348
14335152,1004357
14335233,1004365
14335314,1004373
14335394,1004381
14335475,1004389
14335556,1004397
14335636,1004405
14335727,1004414
14335808,1004422
14335889,1004430
14335969,1004438
14336050,1004446
14336131,1004454
14336221,1004463
14336302,1004471
14336383,1004479
14336463,1004487
14336544,1004495
14336625,1004503
14336705,1004511
14336796,1004520
14336877,1004528
14336958,1004536
14337038,1004544
14337119,1004552
14337200,1004560
14337280,1004568
14337371,1004577
14337452,1004585
14337533,1004593
14337613,1004601
14337694,1004609
14337775,1004617
14337865,1004626
14337946,1004634
14338027,1004642
14338107,1004650
14338188,1004658
14338269,1004666
14338350,1004674
14338440,1004683
14338521,1004691
14338602,1004699
14338682,1004707
14338763,1004715
14338844,1004723
14338924,1004731
14339015,1004740
14339096,1004748
14339177,1004756
14339257,1004764
14339338,1004772
14339419,1004780
14339510,1004789
14339590,1004797
14339671,1004805
14339752,1004813
14339832,1004821
14339913,1004829
14339994,1004837
14340084,1004846
14340165,1004854
14340246,1004862
14340327,1004870
14340407,1004878
14340488,1004886
14340569,1004894
14340659,1004903
14340740,1004911
14340821,1004919
14340902,1004927
14340982,1004935
14341063,1004943
14341144,1004951
14341234,1004960
14341315,1004968
14341396,1004976
14341476,1004984
14341557,1004992
14341638,1005000
14341729,1005009
14341809,1005017
14341890,1005025
14341971,1005033
14342051,1005041
14342132,1005049
14342213,1005057
14342304,1005066
14342384,1005074
14342465,1005082
14342546,1005090
14342626,1005098
14342707,1005106
14342788,1005114
14342879,1005123
14342959,1005131
14343040,1005139
14343121,1005147
14343201,1005155
14343282,1005163
14343373,1005172
14343454,1005180
14343534,1005188
14343615,1005196
14343696,1005204
14343776,1005212
14343857,1005220
14343948,1005229
14344029,1005237
14344109,1005245
14344190,1005253
14344271,1005261
14344351,1005269
14344432,1005277
14344523,1005286
14344604,1005294
14344684,1005302
14344765,1005310
14344846,1005318
14344926,1005326
14345017,1005335
14345098,1005343
14345179,1005351
14345259,1005359
14345340,1005367
14345421,1005375
14345501,1005383
14345592,1005392
14345673,1005400
14345754,1005408
14345834,1005416
14345915,1005424
14345996,1005432
14346076,1005440
14346167,1005449
14346248,1005457
14346329,1005465
14346409,1005473
14346490,1005481
14346571,1005489
14346662,1005498
14346742,1005506
14346823,1005514
14346904,1005522
14346984,1005530
14347065,1005538
14347146,1005546
14347237,1005555
14347317,1005563
14347398,1005571
14347479,1005579
14347559,1005587
14347640,1005595
14347721,1005603
14347812,1005612
14347892,1005620
14347973,1005628
14348054,1005636
14348134,1005644
14348215,1005652
14348306,1005661
14348387,1005669
14348467,1005677
14348548,1005685
14348629,1005693
14348710,1005701
14348790,1005709
14348881,1005718
14348962,1005726
14349042,1005734
14349123,1005742
14349204,1005750
14349285,1005758
14349365,1005766
14349456,1005775
14349537,1005783
14349618,1005791
14349698,1005799
14349779,1005807
14349860,1005815
14349950,1005824
14350031,1005832
14350112,1005840
14350193,1005848
14350273,1005856
14350354,1005864
14350435,1005872
14350526,1005881
14350606,1005889
14350687,1005897
14350768,1005905
14350848,1005913
14350929,1005921
14351010,1005929
14351101,1005938
14351181,1005946
14351262,1005954
14351343,1005962
14351423,1005970
14351504,1005978
14351585,1005986
14351676,1005995
14351756,1006003
14351837,1006011
14351918,1006019
14351999,1006027
14352079,1006035
14352170,1006044
14352251,1006052
14352331,1006060
14352412,1006068
14352493,1006076
14352574,1006084
14352654,1006092
14352745,1006101
14352826,1006109
14352907,1006117
14352987,1006125
14353068,1006133
14353149,1006141
14353229,1006149
14353320,1006158
14353401,1006166
14353482,1006174
14353562,1006182
14353643,1006190
14353724,1006198
14353815,1006207
14353895,1006215
14353976,1006223
14354057,1006231
14354138,1006239
14354218,1006247
14354299,1006255
14354390,1006264
14354470,1006272
14354551,1006280
14354632,1006288
14354713,1006296
14354793,1006304
14354874,1006312
14354965,1006321
14355046,1006329
14355126,1006337
14355207,1006345
14355288,1006353
14355368,1006361
14355459,1006370
14355540,1006378
14355621,1006386
14355701,1006394
14355782,1006402
14355863,1006410
14355944,1006418
14356034,1006427
14356115,1006435
14356196,1006443
14356277,1006451
14356357,1006459
14356438,1006467
14356519,1006475
14356610,1006484
14356690,1006492
14356771,1006500
14356852,1006508
14356932,1006516
14357013,1006524
14357104,1006533
14357185,1006541
14357265,1006549
14357346,1006557
14357427,1006565
14357508,1006573
14357588,1006581
14357679,1006590
14357760,1006598
14357841,1006606
14357921,1006614
14358002,1006622
14358083,1006630
14358164,1006638
14358254,1006647
14358335,1006655
14358416,1006663
14358497,1006671
14358577,1006679
14358658,1006687
14358749,1006696
14358830,1006704
14358910,1006712
14358991,1006720
14359072,1006728
14359152,1006736
14359233,1006744
14359324,1006753
14359405,1006761
14359485,1006769
14359566,1006777
14359647,1006785
14359728,1006793
14359808,1006801
14359899,1006810
14359980,1006818
14360061,1006826
14360141,1006834
14360222,1006842
14360303,1006850
14360394,1006859
14360474,1006867
14360555,1006875
14360636,1006883
14360717,1006891
14360797,1006899
14360878,1006907
14360969,1006916
14361050,1006924
14361130,1006932
14361211,1006940
14361292,1006948
14361372,1006956
14361453,1006964
14361544,1006973
14361625,1006981
14361705,1006989
14361786,1006997
14361867,1007005
14361948,1007013
14362038,1007022
14362119,1007030
14362200,1007038
14362281,1007046
14362361,1007054
14362442,1007062
14362523,1007070
14362614,1007079
14362694,1007087
14362775,1007095
14362856,1007103
14362937,1007111
14363017,1007119
14363098,1007127
14363189,1007136
14363270,1007144
14363350,1007152
14363431,1007160
14363512,1007168
14363593,1007176
14363673,1007184
14363764,1007193
14363845,1007201
14363926,1007209
14364006,1007217
14364087,1007225
14364168,1007233
14364259,1007242
14364339,1007250
14364420,1007258
14364501,1007266
14364582,1007274
14364662,1007282
14364743,1007290
14364834,1007299
14364915,1007307
14364995,1007315
14365076,1007323
14365157,1007331
14365238,1007339
14365318,1007347
14365409,1007356
14365490,1007364
14365571,1007372
14365651,1007380
14365732,1007388
14365813,1007396
14365904,1007405
14365984,1007413
14366065,1007421
14366146,1007429
14366227,1007437
14366307,1007445
14366388,1007453
14366479,1007462
14366560,1007470
14366640,1007478
14366721,1007486
14366802,1007494
14366883,1007502
14366963,1007510
14367054,1007519
14367135,1007527
14367216,1007535
14367296,1007543
14367377,1007551
14367458,1007559
14367549,1007568
14367629,1007576
14367710,1007584
14367791,1007592
14367872,1007600
14367952,1007608
14368033,1007616
14368124,1007625
14368205,1007633
14368285,1007641
14368366,1007649
14368447,1007657
14368528,1007665
14368608,1007673
14368699,1007682
14368780,1007690
14368861,1007698
14368942,1007706
14369022,1007714
14369103,1007722
14369194,1007731
14369275,1007739
14369355,1007747
14369436,1007755
14369517,1007763
14369598,1007771
14369678,1007779
14369769,1007788
14369850,1007796
14369931,1007804
14370011,1007812
14370092,1007820
14370173,1007828
14370254,1007836
14370344,1007845
14370425,1007853
14370506,1007861
14370587,1007869
14370667,1007877
14370748,1007885
14370839,1007894
14370920,1007902
14371001,1007910
14371081,1007918
14371162,1007926
14371243,1007934
14371323,1007942
14371414,1007951
14371495,1007959
14371576,1007967
14371657,1007975
14371737,1007983
14371818,1007991
14371899,1007999
14371990,1008008
14372070,1008016
14372151,1008024
14372232,1008032
14372313,1008040
14372393,1008048
14372484,1008057
14372565,1008065
14372646,1008073
14372726,1008081
14372807,1008089
14372888,1008097
14372969,1008105
14373060,1008114
14373140,1008122
14373221,1008130
14373302,1008138
14373383,1008146
14373463,1008154
14373544,1008162
14373635,1008171
14373716,1008179
14373796,1008187
14373877,1008195
14373958,1008203
14374039,1008211
14374119,1008219
14374210,1008228
14374291,1008236
14374372,1008244
14374453,1008252
14374533,1008260
14374614,1008268
14374705,1008277
14374786,1008285
14374866,1008293
14374947,1008301
14375028,1008309
14375109,1008317
14375189,1008325
14375280,1008334
14375361,1008342
14375442,1008350
14375523,1008358
14375603,1008366
14375684,1008374
14375765,1008382
14375856,1008391
14375936,1008399
14376017,1008407
14376098,1008415
14376179,1008423
14376259,1008431
14376350,1008440
14376431,1008448
14376512,1008456
14376593,1008464
14376673,1008472
14376754,1008480
14376835,1008488
14376926,1008497
14377006,1008505
14377087,1008513
14377168,1008521
14377249,1008529
14377329,1008537
14377410,1008545
14377501,1008554
14377582,1008562
14377663,1008570
14377743,1008578
14377824,1008586
14377905,1008594
14377996,1008603
14378076,1008611
14378157,1008619
14378238,1008627
14378319,1008635
14378399,1008643
14378480,1008651
14378571,1008660
14378652,1008668
14378733,1008676
14378813,1008684
14378894,1008692
14378975,1008700
14379056,1008708
14379146,1008717
14379227,1008725
14379308,1008733
14379389,1008741
14379470,1008749
14379550,1008757
14379641,1008766
14379722,1008774
14379803,1008782
14379883,1008790
14379964,1008798
14380045,1008806
14380126,1008814
14380217,1008823
14380297,1008831
14380378,1008839
14380459,1008847
14380540,1008855
14380620,1008863
14380701,1008871
14380792,1008880
14380873,1008888
14380954,1008896
14381034,1008904
14381115,1008912
14381196,1008920
14381287,1008929
14381367,1008937
14381448,1008945
14381529,1008953
